"TUBE NAME","EVENTS",2007
"I002",400000,400000
"I003",400000,400000
"I010",250000,50000
"I016",250000,150000
"I021",250000,150000
"I022",100000,20000
"I023",250000,50000
"I025",250000,20000
"I090",20000,20000
"I143",250000,250000
"L_D",20000,20000
"AUTO",20000,20000
